epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,6107.1,1.5491,1.13029,1.96311,0.6712,0.54717,0.58308,0.20049,2.3322,1.66845,3.11982,0.00143714,0.00143714,0.00143714
181,6140.98,1.49006,1.04866,1.89113,0.75297,0.51887,0.59421,0.22391,2.31123,1.56345,3.08868,0.00143152,0.00143152,0.00143152
182,6174.94,1.50276,1.05911,1.91896,0.64019,0.63208,0.62516,0.21249,2.38023,1.56595,3.17862,0.00142588,0.00142588,0.00142588
183,6208.83,1.51251,1.12588,1.8834,0.67885,0.55189,0.58882,0.19938,2.41613,1.71439,3.20858,0.00142023,0.00142023,0.00142023
184,6242.74,1.45875,1.06163,1.84962,0.67345,0.58962,0.60528,0.20964,2.35814,1.55796,3.20268,0.00141456,0.00141456,0.00141456
185,6276.55,1.52286,1.0411,1.92596,0.68875,0.58454,0.60796,0.20506,2.37637,1.70886,3.1833,0.00140888,0.00140888,0.00140888
186,6310.45,1.47193,0.99671,1.86209,0.69585,0.5396,0.57149,0.20516,2.4134,1.74789,3.26712,0.00140318,0.00140318,0.00140318
187,6344.37,1.51363,1.05011,1.91491,0.67027,0.63679,0.62831,0.21686,2.4234,1.55296,3.25617,0.00139746,0.00139746,0.00139746
188,6378.25,1.53516,1.07912,1.90536,0.69829,0.55189,0.61477,0.21598,2.39296,1.65152,3.18137,0.00139173,0.00139173,0.00139173
189,6412.15,1.43066,1.01585,1.8356,0.68325,0.58962,0.61033,0.2154,2.39486,1.61803,3.20702,0.00138598,0.00138598,0.00138598
190,6446.03,1.52513,1.10857,1.92832,0.69921,0.53302,0.59315,0.19063,2.42756,1.68645,3.22792,0.00138022,0.00138022,0.00138022
191,6479.97,1.45432,1.04513,1.87578,0.67609,0.58962,0.61458,0.21517,2.34175,1.57017,3.14792,0.00137444,0.00137444,0.00137444
192,6513.85,1.45131,1.02478,1.84994,0.58593,0.60742,0.61536,0.20824,2.4023,1.64012,3.18689,0.00136865,0.00136865,0.00136865
193,6547.63,1.43053,0.97669,1.82848,0.73197,0.50472,0.60619,0.20556,2.41607,1.65538,3.31272,0.00136285,0.00136285,0.00136285
194,6581.61,1.43045,1.01582,1.86537,0.67316,0.56348,0.59648,0.19541,2.40847,1.70462,3.24119,0.00135703,0.00135703,0.00135703
195,6615.54,1.3915,0.98505,1.83382,0.61232,0.59906,0.56927,0.19445,2.39118,1.54764,3.27567,0.0013512,0.0013512,0.0013512
196,6649.44,1.42069,0.99498,1.83738,0.69275,0.57432,0.62083,0.19862,2.42185,1.66608,3.30555,0.00134535,0.00134535,0.00134535
197,6683.37,1.41585,0.9898,1.81077,0.66962,0.58319,0.60893,0.19893,2.47566,1.58071,3.35594,0.00133949,0.00133949,0.00133949
198,6717.27,1.40681,0.99898,1.82712,0.65326,0.5566,0.60614,0.20787,2.45639,1.62992,3.36308,0.00133362,0.00133362,0.00133362
199,6751.16,1.39864,1.04727,1.7928,0.73893,0.58019,0.62133,0.20199,2.48095,1.59565,3.40783,0.00132773,0.00132773,0.00132773
200,6785.08,1.42053,0.97443,1.81539,0.77222,0.51415,0.59006,0.19779,2.42674,1.6293,3.31624,0.00132184,0.00132184,0.00132184
201,6818.95,1.37253,0.98209,1.78055,0.66907,0.56604,0.6183,0.21269,2.39793,1.59006,3.33387,0.00131593,0.00131593,0.00131593
202,6852.87,1.39101,0.98342,1.79476,0.69856,0.54717,0.59821,0.20939,2.40286,1.67584,3.37604,0.00131,0.00131,0.00131
203,6886.75,1.43653,0.9852,1.79482,0.62662,0.57547,0.56526,0.18504,2.52652,1.70361,3.5095,0.00130407,0.00130407,0.00130407
204,6920.61,1.41249,1.00425,1.84072,0.76862,0.56604,0.62661,0.2056,2.4215,1.56715,3.37836,0.00129813,0.00129813,0.00129813
205,6954.49,1.38132,0.98936,1.8056,0.76363,0.57547,0.61274,0.20187,2.43805,1.55796,3.38948,0.00129217,0.00129217,0.00129217
206,6988.41,1.40074,0.99564,1.80851,0.64356,0.61319,0.60949,0.21691,2.41029,1.54209,3.39569,0.0012862,0.0012862,0.0012862
207,7022.42,1.42028,0.99258,1.82095,0.68591,0.62264,0.64037,0.20435,2.4149,1.53551,3.38071,0.00128022,0.00128022,0.00128022
208,7056.32,1.37828,0.96812,1.78467,0.65462,0.59006,0.6137,0.22253,2.39598,1.6402,3.3109,0.00127423,0.00127423,0.00127423
209,7090.13,1.4075,0.96659,1.83857,0.7423,0.58491,0.62122,0.21024,2.42999,1.61178,3.40442,0.00126823,0.00126823,0.00126823
210,7123.99,1.37273,0.95226,1.79658,0.68588,0.57075,0.58973,0.20326,2.46627,1.58197,3.44582,0.00126222,0.00126222,0.00126222
211,7157.9,1.39786,0.95102,1.80636,0.7166,0.57547,0.60925,0.2071,2.44528,1.59208,3.3662,0.0012562,0.0012562,0.0012562
212,7191.83,1.38576,0.99145,1.79431,0.73496,0.5886,0.62151,0.206,2.38244,1.56102,3.25355,0.00125017,0.00125017,0.00125017
213,7225.72,1.40378,0.99981,1.79571,0.7509,0.53302,0.60518,0.2055,2.45665,1.58839,3.38238,0.00124413,0.00124413,0.00124413
214,7259.61,1.38399,0.99605,1.81548,0.78872,0.56604,0.6442,0.20351,2.42746,1.56361,3.35423,0.00123809,0.00123809,0.00123809
215,7293.49,1.39144,0.96066,1.78729,0.73505,0.54963,0.60052,0.19831,2.4336,1.66819,3.36978,0.00123203,0.00123203,0.00123203
216,7327.38,1.35495,0.91484,1.75255,0.66669,0.63208,0.63014,0.20913,2.41193,1.60087,3.38869,0.00122596,0.00122596,0.00122596
217,7361.29,1.3492,0.93762,1.76389,0.72715,0.62854,0.65437,0.23045,2.37848,1.53725,3.3076,0.00121989,0.00121989,0.00121989
218,7395.26,1.28441,0.87926,1.72802,0.64926,0.61792,0.59867,0.21555,2.43082,1.59101,3.36086,0.0012138,0.0012138,0.0012138
219,7429.16,1.33925,0.924,1.77082,0.67025,0.63208,0.63158,0.21964,2.43446,1.51366,3.4077,0.00120771,0.00120771,0.00120771
220,7463.06,1.33602,0.94032,1.73973,0.69557,0.56132,0.57236,0.18337,2.5335,1.65795,3.64361,0.00120161,0.00120161,0.00120161
221,7496.93,1.34858,0.91582,1.77729,0.71334,0.56604,0.6008,0.20607,2.41229,1.66462,3.40661,0.00119551,0.00119551,0.00119551
222,7530.79,1.36593,0.96948,1.77074,0.77253,0.55189,0.64262,0.20788,2.37864,1.62966,3.36005,0.00118939,0.00118939,0.00118939
223,7564.63,1.32758,0.92908,1.76633,0.76748,0.50943,0.6125,0.20905,2.41738,1.68146,3.35444,0.00118327,0.00118327,0.00118327
224,7598.52,1.32872,0.95964,1.74861,0.69626,0.58388,0.62756,0.21455,2.41317,1.61738,3.37766,0.00117715,0.00117715,0.00117715
225,7632.37,1.29568,0.92085,1.71335,0.76189,0.55189,0.64209,0.22026,2.41157,1.65962,3.32688,0.00117101,0.00117101,0.00117101
226,7666.23,1.25386,0.8832,1.66442,0.64462,0.60849,0.59354,0.20278,2.46031,1.58691,3.4976,0.00116487,0.00116487,0.00116487
227,7700.1,1.28766,0.91831,1.70466,0.66374,0.60849,0.61232,0.21754,2.41282,1.62168,3.4047,0.00115872,0.00115872,0.00115872
228,7733.98,1.30073,0.92703,1.71474,0.7196,0.58491,0.61482,0.21751,2.42628,1.6345,3.45939,0.00115257,0.00115257,0.00115257
229,7767.9,1.30012,0.91055,1.70062,0.69835,0.61321,0.62567,0.22027,2.42649,1.63441,3.39771,0.00114641,0.00114641,0.00114641
230,7801.77,1.31346,0.91304,1.74433,0.72698,0.61544,0.61326,0.21098,2.48408,1.73133,3.47364,0.00114025,0.00114025,0.00114025
231,7835.65,1.35153,0.96577,1.77116,0.6953,0.59201,0.62199,0.22487,2.39903,1.60357,3.36517,0.00113408,0.00113408,0.00113408
232,7869.54,1.28304,0.90451,1.71138,0.73405,0.64623,0.67635,0.22966,2.41404,1.52841,3.41384,0.00112791,0.00112791,0.00112791
233,7903.4,1.25094,0.84295,1.65572,0.67034,0.62347,0.62088,0.22606,2.43683,1.58378,3.47403,0.00112173,0.00112173,0.00112173
234,7937.17,1.26321,0.90337,1.69842,0.69898,0.59434,0.59904,0.20415,2.4307,1.64858,3.51646,0.00111555,0.00111555,0.00111555
235,7971.03,1.27397,0.90523,1.69977,0.71378,0.59906,0.62093,0.22068,2.38366,1.5742,3.42137,0.00110936,0.00110936,0.00110936
236,8004.88,1.26935,0.90657,1.67549,0.73106,0.63208,0.65403,0.21215,2.42322,1.52336,3.50371,0.00110317,0.00110317,0.00110317
237,8038.73,1.26799,0.87747,1.70609,0.64286,0.60377,0.61237,0.20259,2.4704,1.55469,3.55565,0.00109697,0.00109697,0.00109697
238,8072.64,1.26575,0.88867,1.67388,0.70922,0.60849,0.62439,0.22339,2.42274,1.63143,3.46445,0.00109077,0.00109077,0.00109077
239,8106.55,1.26598,0.8962,1.65499,0.74481,0.60576,0.62645,0.21153,2.42393,1.55027,3.51394,0.00108457,0.00108457,0.00108457
240,8140.4,1.25017,0.88874,1.65977,0.64886,0.63629,0.62351,0.21568,2.43777,1.61444,3.45594,0.00107837,0.00107837,0.00107837
241,8174.22,1.21644,0.8367,1.65856,0.62871,0.56132,0.55413,0.19525,2.45981,1.64543,3.55141,0.00107216,0.00107216,0.00107216
242,8208.14,1.24446,0.8692,1.67086,0.76759,0.5283,0.60428,0.2205,2.38499,1.68477,3.39962,0.00106595,0.00106595,0.00106595
243,8242.03,1.22237,0.84611,1.64925,0.70045,0.57356,0.60038,0.21361,2.40492,1.61999,3.48727,0.00105974,0.00105974,0.00105974
244,8275.94,1.1844,0.87788,1.63429,0.75669,0.54717,0.58771,0.22525,2.39669,1.59937,3.43762,0.00105353,0.00105353,0.00105353
245,8309.84,1.24762,0.85939,1.66298,0.67135,0.58019,0.58316,0.20697,2.40607,1.70718,3.46574,0.00104731,0.00104731,0.00104731
246,8343.7,1.21038,0.85861,1.63353,0.63888,0.59906,0.59249,0.21599,2.42898,1.67104,3.51108,0.0010411,0.0010411,0.0010411
247,8377.57,1.24571,0.90113,1.62998,0.70511,0.58491,0.61406,0.21933,2.4341,1.55777,3.53345,0.00103488,0.00103488,0.00103488
248,8411.44,1.22406,0.86254,1.6688,0.68525,0.6059,0.61081,0.21535,2.41416,1.5565,3.53224,0.00102866,0.00102866,0.00102866
249,8445.27,1.219,0.84047,1.64837,0.71536,0.56904,0.5984,0.21062,2.508,1.71033,3.73537,0.00102244,0.00102244,0.00102244
250,8479.17,1.19885,0.80735,1.63404,0.67242,0.57127,0.60692,0.21795,2.4463,1.60046,3.57585,0.00101622,0.00101622,0.00101622
251,8513.11,1.20565,0.82909,1.62883,0.7274,0.56132,0.60469,0.22845,2.39311,1.59037,3.46875,0.00101,0.00101,0.00101
252,8547.05,1.22856,0.88411,1.64623,0.67655,0.58491,0.60909,0.22339,2.42937,1.5276,3.50045,0.00100378,0.00100378,0.00100378
253,8581.01,1.2403,0.87603,1.69397,0.71876,0.57547,0.57987,0.1988,2.46433,1.56984,3.57128,0.00099756,0.00099756,0.00099756
254,8614.79,1.2296,0.89745,1.65136,0.65656,0.62736,0.62589,0.22812,2.38284,1.46553,3.48711,0.00099134,0.00099134,0.00099134
255,8648.67,1.17161,0.84436,1.60346,0.68025,0.63221,0.63583,0.22531,2.42086,1.52222,3.49684,0.000985121,0.000985121,0.000985121
256,8682.56,1.193,0.82952,1.60649,0.74287,0.60377,0.6396,0.21657,2.41606,1.63676,3.46049,0.000978903,0.000978903,0.000978903
257,8716.43,1.18935,0.85625,1.62876,0.67677,0.59906,0.63419,0.2042,2.47588,1.56861,3.61516,0.000972687,0.000972687,0.000972687
258,8750.34,1.19064,0.86926,1.61316,0.70122,0.61321,0.62551,0.21325,2.45057,1.56687,3.64817,0.000966472,0.000966472,0.000966472
259,8784.21,1.19532,0.83758,1.60882,0.64456,0.59021,0.58883,0.21226,2.44725,1.54113,3.5955,0.000960258,0.000960258,0.000960258
260,8818.12,1.14557,0.79017,1.57653,0.63977,0.58491,0.59142,0.21968,2.39722,1.61192,3.53794,0.000954047,0.000954047,0.000954047
261,8852.03,1.20173,0.84568,1.62104,0.70735,0.59434,0.61876,0.21822,2.42676,1.61221,3.63276,0.000947837,0.000947837,0.000947837
262,8885.92,1.20885,0.85273,1.62965,0.65855,0.60377,0.62381,0.22761,2.41596,1.53648,3.63831,0.000941631,0.000941631,0.000941631
263,8919.74,1.18699,0.81905,1.60007,0.6193,0.62736,0.62506,0.22116,2.46643,1.55536,3.71622,0.000935426,0.000935426,0.000935426
264,8953.64,1.18577,0.84103,1.60444,0.7061,0.5566,0.62143,0.21559,2.44198,1.58657,3.57663,0.000929225,0.000929225,0.000929225
265,8987.44,1.15401,0.82415,1.58406,0.72107,0.57312,0.62178,0.21728,2.46758,1.63319,3.55185,0.000923027,0.000923027,0.000923027
266,9021.28,1.18179,0.81923,1.60609,0.7193,0.56132,0.60349,0.21321,2.41682,1.56914,3.61856,0.000916833,0.000916833,0.000916833
267,9055.13,1.17547,0.84955,1.60584,0.63518,0.61595,0.61031,0.21957,2.39726,1.57267,3.51338,0.000910642,0.000910642,0.000910642
268,9089.03,1.15754,0.84062,1.57172,0.70669,0.62264,0.64474,0.21689,2.42685,1.49911,3.62797,0.000904455,0.000904455,0.000904455
269,9122.94,1.14547,0.80819,1.58453,0.6506,0.63208,0.64897,0.22794,2.42135,1.55082,3.56831,0.000898272,0.000898272,0.000898272
270,9156.84,1.13429,0.78395,1.55612,0.61863,0.60377,0.6134,0.22446,2.41616,1.57432,3.63378,0.000892094,0.000892094,0.000892094
271,9190.72,1.15565,0.80382,1.55835,0.72877,0.58019,0.64783,0.22077,2.42657,1.61982,3.59738,0.00088592,0.00088592,0.00088592
272,9224.62,1.15406,0.81353,1.57918,0.62464,0.63583,0.65292,0.21531,2.45418,1.69174,3.64412,0.000879751,0.000879751,0.000879751
273,9258.48,1.16842,0.82991,1.58475,0.69124,0.63679,0.66693,0.2146,2.43675,1.61739,3.62832,0.000873588,0.000873588,0.000873588
274,9292.38,1.15166,0.80489,1.55777,0.69598,0.58019,0.6239,0.20233,2.4597,1.68556,3.63343,0.000867429,0.000867429,0.000867429
275,9326.29,1.13605,0.76763,1.55981,0.69064,0.61078,0.63447,0.20778,2.46828,1.66755,3.74528,0.000861277,0.000861277,0.000861277
276,9360.19,1.14425,0.81107,1.56887,0.69543,0.61392,0.642,0.20885,2.49632,1.62084,3.76557,0.00085513,0.00085513,0.00085513
277,9394.09,1.14772,0.83019,1.59916,0.70411,0.58019,0.61958,0.21824,2.44522,1.59979,3.71331,0.000848989,0.000848989,0.000848989
278,9427.97,1.11398,0.81494,1.52923,0.68475,0.60449,0.64107,0.22343,2.43198,1.57272,3.67629,0.000842855,0.000842855,0.000842855
279,9461.82,1.12211,0.80291,1.56233,0.78962,0.55189,0.64797,0.21434,2.46919,1.68247,3.68506,0.000836727,0.000836727,0.000836727
280,9495.67,1.13063,0.78206,1.55544,0.74271,0.59434,0.66736,0.22285,2.44901,1.56191,3.7235,0.000830606,0.000830606,0.000830606
281,9529.54,1.14759,0.81113,1.56727,0.71316,0.58962,0.63072,0.2081,2.49652,1.74975,3.74263,0.000824492,0.000824492,0.000824492
282,9664.68,1.10781,0.7707,1.52419,0.7317,0.61321,0.66085,0.22689,2.42226,1.60073,3.72313,0.000818386,0.000818386,0.000818386
283,9698.46,1.13996,0.80476,1.55242,0.69693,0.58491,0.61124,0.21576,2.42905,1.58133,3.71625,0.000812287,0.000812287,0.000812287
284,9732.22,1.12745,0.82811,1.56182,0.77941,0.58962,0.61496,0.21662,2.39498,1.62373,3.58149,0.000806196,0.000806196,0.000806196
285,9766.11,1.13347,0.79109,1.53346,0.73789,0.62736,0.64506,0.21455,2.40245,1.64094,3.63994,0.000800113,0.000800113,0.000800113
286,9799.99,1.13223,0.79501,1.58305,0.70227,0.63419,0.62587,0.22545,2.39283,1.47948,3.60383,0.000794038,0.000794038,0.000794038
287,9833.89,1.10664,0.75328,1.54184,0.78289,0.57547,0.66465,0.22616,2.39819,1.53086,3.61055,0.000787972,0.000787972,0.000787972
288,9867.68,1.10246,0.77758,1.53872,0.74687,0.64151,0.67556,0.22559,2.42914,1.55315,3.76246,0.000781914,0.000781914,0.000781914
289,9901.53,1.10406,0.77532,1.53143,0.75654,0.62264,0.65465,0.21863,2.43144,1.60604,3.73059,0.000775866,0.000775866,0.000775866
290,9935.46,1.10192,0.79568,1.53243,0.74236,0.60377,0.62939,0.21539,2.41989,1.62897,3.68243,0.000769827,0.000769827,0.000769827
291,9969.32,1.09062,0.77108,1.53606,0.66213,0.60377,0.60826,0.21307,2.38269,1.58406,3.65387,0.000763797,0.000763797,0.000763797
292,10003.2,1.11987,0.77211,1.56686,0.69977,0.56132,0.60651,0.20942,2.43083,1.63837,3.69177,0.000757777,0.000757777,0.000757777
293,10037,1.10524,0.78166,1.5133,0.71139,0.59434,0.62982,0.21087,2.45447,1.509,3.72767,0.000751767,0.000751767,0.000751767
294,10070.9,1.08788,0.76588,1.50106,0.6599,0.60377,0.59694,0.21264,2.46255,1.66108,3.7364,0.000745767,0.000745767,0.000745767
295,10104.8,1.0875,0.76298,1.50571,0.75412,0.59434,0.63192,0.22237,2.42715,1.59538,3.71957,0.000739778,0.000739778,0.000739778
296,10138.7,1.13109,0.77238,1.52649,0.69737,0.62736,0.63833,0.23134,2.41501,1.53668,3.77299,0.000733799,0.000733799,0.000733799
297,10172.6,1.09305,0.77558,1.52219,0.69008,0.58491,0.62348,0.21624,2.44165,1.6812,3.72903,0.000727831,0.000727831,0.000727831
298,10206.5,1.11769,0.79894,1.52172,0.69132,0.57075,0.59107,0.20666,2.44053,1.6045,3.76371,0.000721874,0.000721874,0.000721874
299,10240.4,1.07685,0.73445,1.4985,0.65816,0.59032,0.59449,0.20108,2.48001,1.73353,3.80563,0.000715929,0.000715929,0.000715929
300,10274.3,1.08021,0.75648,1.48126,0.69313,0.53302,0.58439,0.20548,2.48473,1.73383,3.75488,0.000709995,0.000709995,0.000709995
301,10308.1,1.03154,0.7168,1.48163,0.69539,0.58019,0.62502,0.2127,2.52525,1.66996,3.85469,0.000704073,0.000704073,0.000704073
302,10342,1.05912,0.74454,1.48997,0.68097,0.59906,0.60252,0.21309,2.46335,1.66916,3.83295,0.000698163,0.000698163,0.000698163
303,10375.9,1.06504,0.7362,1.49858,0.68321,0.60849,0.61003,0.21642,2.43371,1.62937,3.81374,0.000692266,0.000692266,0.000692266
304,10409.9,1.08989,0.74916,1.51371,0.61769,0.59906,0.57073,0.20986,2.48318,1.69438,3.92063,0.000686381,0.000686381,0.000686381
305,10443.7,1.02677,0.69159,1.47119,0.73042,0.58491,0.63253,0.22031,2.46791,1.66449,3.79261,0.000680509,0.000680509,0.000680509
306,10477.6,1.0583,0.73397,1.48479,0.61968,0.60849,0.61317,0.21071,2.48627,1.64927,3.79044,0.000674649,0.000674649,0.000674649
307,10511.5,1.06079,0.77146,1.48021,0.71151,0.58019,0.62216,0.2217,2.45779,1.62899,3.72741,0.000668804,0.000668804,0.000668804
308,10545.4,1.08115,0.77152,1.50601,0.63825,0.63208,0.62471,0.21816,2.4369,1.54773,3.76426,0.000662971,0.000662971,0.000662971
309,10579.3,1.03597,0.75702,1.46723,0.61861,0.61207,0.60036,0.21219,2.42579,1.55892,3.77633,0.000657152,0.000657152,0.000657152
310,10613.1,1.03926,0.73011,1.46889,0.7431,0.57075,0.63315,0.22601,2.42201,1.56096,3.78153,0.000651347,0.000651347,0.000651347
311,10647.1,1.00941,0.7114,1.44916,0.66592,0.59434,0.6039,0.21898,2.43933,1.62847,3.80399,0.000645557,0.000645557,0.000645557
312,10681,1.05263,0.72531,1.46478,0.71283,0.62264,0.66176,0.22422,2.42657,1.70774,3.72912,0.00063978,0.00063978,0.00063978
313,10714.8,1.00389,0.72801,1.47751,0.6631,0.63132,0.62523,0.22853,2.42006,1.59092,3.79516,0.000634019,0.000634019,0.000634019
314,10748.7,1.00808,0.7202,1.45147,0.66502,0.60869,0.60584,0.21625,2.41127,1.6136,3.75473,0.000628272,0.000628272,0.000628272
315,10782.6,1.02972,0.7003,1.44486,0.71502,0.58019,0.62739,0.21891,2.45668,1.59893,3.85445,0.00062254,0.00062254,0.00062254
316,10816.5,1.00127,0.69955,1.43671,0.67538,0.61827,0.6238,0.21596,2.438,1.57942,3.83068,0.000616824,0.000616824,0.000616824
317,10850.3,1.02187,0.73843,1.4766,0.68106,0.62264,0.62965,0.21491,2.4315,1.59406,3.83257,0.000611123,0.000611123,0.000611123
318,10884.2,0.99688,0.68727,1.45398,0.71251,0.61792,0.65105,0.22148,2.44539,1.57572,3.86249,0.000605437,0.000605437,0.000605437
319,10918.1,0.97654,0.70507,1.42274,0.70023,0.62804,0.62618,0.21462,2.47107,1.58336,3.99654,0.000599768,0.000599768,0.000599768
320,10952.1,1.02524,0.74344,1.45647,0.69685,0.61321,0.6296,0.21765,2.45768,1.61902,3.95562,0.000594115,0.000594115,0.000594115
321,10985.9,1.02201,0.7085,1.44448,0.71281,0.61321,0.64431,0.22117,2.42935,1.63217,3.75499,0.000588479,0.000588479,0.000588479
322,11019.8,1.04748,0.73312,1.45178,0.69757,0.61792,0.63431,0.21824,2.41324,1.61466,3.73097,0.000582859,0.000582859,0.000582859
323,11053.6,1.02634,0.72362,1.44249,0.75404,0.57075,0.62254,0.22351,2.43228,1.63834,3.80244,0.000577255,0.000577255,0.000577255
324,11087.5,1.02653,0.73685,1.47299,0.72199,0.58962,0.61417,0.21896,2.44808,1.63967,3.83336,0.000571669,0.000571669,0.000571669
325,11121.4,0.98748,0.72965,1.43845,0.70638,0.61792,0.62608,0.21843,2.44039,1.598,3.86445,0.000566101,0.000566101,0.000566101
326,11155.3,0.98289,0.72947,1.40554,0.69732,0.64115,0.64293,0.21766,2.43965,1.56924,3.93591,0.000560549,0.000560549,0.000560549
327,11189.3,0.99238,0.70283,1.43245,0.67407,0.60484,0.63101,0.21768,2.4483,1.67067,3.9363,0.000555016,0.000555016,0.000555016
328,11223.2,1.01737,0.72637,1.45311,0.74282,0.56132,0.6381,0.21575,2.45818,1.71291,3.9495,0.0005495,0.0005495,0.0005495
329,11257,0.98384,0.69221,1.4257,0.73878,0.60849,0.66792,0.22781,2.45932,1.69086,3.88991,0.000544003,0.000544003,0.000544003
330,11290.9,1.00366,0.73725,1.44434,0.7354,0.61617,0.64327,0.22016,2.43221,1.62212,3.85799,0.000538524,0.000538524,0.000538524
331,11324.9,0.95669,0.69667,1.38869,0.76053,0.59924,0.64903,0.22652,2.43832,1.57504,3.87261,0.000533064,0.000533064,0.000533064
332,11358.7,0.97131,0.71717,1.41888,0.74629,0.64151,0.68592,0.23016,2.46544,1.58126,3.94267,0.000527622,0.000527622,0.000527622
333,11392.6,0.96079,0.69281,1.38441,0.70816,0.60377,0.64186,0.2222,2.47643,1.56156,3.98832,0.0005222,0.0005222,0.0005222
334,11426.5,0.99951,0.70815,1.42883,0.72346,0.63679,0.67356,0.22784,2.4715,1.65674,3.93366,0.000516797,0.000516797,0.000516797
335,11460.4,0.94879,0.70256,1.39005,0.77785,0.6111,0.67295,0.22482,2.49214,1.64399,4.00454,0.000511413,0.000511413,0.000511413
336,11494.4,0.96961,0.70834,1.42728,0.74874,0.61321,0.66635,0.22928,2.47374,1.60283,3.94908,0.000506049,0.000506049,0.000506049
337,11528.2,0.96823,0.68931,1.40312,0.70321,0.64151,0.6498,0.2256,2.46333,1.60299,3.90432,0.000500705,0.000500705,0.000500705
338,11562.2,0.96401,0.67239,1.40068,0.78352,0.59753,0.66757,0.234,2.44346,1.56952,3.92113,0.000495381,0.000495381,0.000495381
339,11596.1,0.95535,0.67063,1.38114,0.77974,0.58446,0.66,0.22164,2.45828,1.60521,3.974,0.000490077,0.000490077,0.000490077
340,11630,0.99142,0.72609,1.40051,0.75676,0.60849,0.67701,0.23881,2.41458,1.57737,3.91067,0.000484794,0.000484794,0.000484794
341,11663.9,0.96189,0.68081,1.41599,0.7846,0.59906,0.68535,0.23419,2.42574,1.58429,3.95373,0.000479531,0.000479531,0.000479531
342,11697.8,0.95656,0.65694,1.37492,0.75498,0.65406,0.691,0.22908,2.44514,1.54345,3.99125,0.00047429,0.00047429,0.00047429
343,11731.7,0.95538,0.67569,1.37641,0.80822,0.59906,0.68638,0.23793,2.43385,1.55529,3.97651,0.00046907,0.00046907,0.00046907
344,11765.6,0.91332,0.63909,1.36203,0.69255,0.63208,0.64781,0.23833,2.473,1.64411,3.98397,0.000463871,0.000463871,0.000463871
345,11799.5,0.97254,0.69824,1.40843,0.6898,0.63208,0.6376,0.22875,2.46342,1.66372,3.95892,0.000458693,0.000458693,0.000458693
346,11833.4,0.92972,0.68563,1.39302,0.70508,0.59906,0.62841,0.21914,2.45633,1.59227,3.99126,0.000453537,0.000453537,0.000453537
347,11867.3,0.91421,0.65368,1.35716,0.73499,0.60377,0.65239,0.23329,2.43351,1.56027,4.01874,0.000448404,0.000448404,0.000448404
348,11901.1,0.91821,0.65352,1.34498,0.78098,0.59434,0.66012,0.23019,2.44746,1.6207,4.06871,0.000443292,0.000443292,0.000443292
349,11935,0.96977,0.68822,1.39203,0.70788,0.67925,0.66626,0.22704,2.40968,1.54725,4.02082,0.000438203,0.000438203,0.000438203
350,11969,0.9469,0.70495,1.38276,0.76699,0.60849,0.65701,0.2293,2.44365,1.57633,4.13683,0.000433136,0.000433136,0.000433136
351,12002.9,0.93895,0.67353,1.3749,0.79125,0.60792,0.67426,0.23302,2.44341,1.58404,4.06585,0.000428093,0.000428093,0.000428093
352,12036.8,0.95695,0.69555,1.40189,0.75584,0.64251,0.68554,0.23335,2.42813,1.59218,3.99206,0.000423072,0.000423072,0.000423072
353,12070.6,0.95821,0.68424,1.39304,0.71741,0.64151,0.648,0.22967,2.42123,1.59146,3.98383,0.000418074,0.000418074,0.000418074
354,12104.5,0.959,0.69312,1.38946,0.71993,0.61792,0.65756,0.22886,2.42022,1.61837,3.94567,0.0004131,0.0004131,0.0004131
355,12138.3,0.91479,0.65101,1.34914,0.73594,0.61787,0.66783,0.23659,2.42843,1.61369,3.96298,0.000408149,0.000408149,0.000408149
356,12172.2,0.9492,0.68824,1.41231,0.74929,0.63679,0.67104,0.24043,2.41761,1.58392,3.97031,0.000403222,0.000403222,0.000403222
357,12206.1,0.9235,0.66678,1.39239,0.73931,0.62874,0.67429,0.23587,2.41831,1.62969,4.0054,0.000398319,0.000398319,0.000398319
358,12240,0.9322,0.68698,1.36277,0.73579,0.6568,0.6727,0.23059,2.42948,1.58292,4.01519,0.00039344,0.00039344,0.00039344
359,12273.9,0.92481,0.65419,1.36801,0.69285,0.62264,0.65179,0.22661,2.45053,1.57975,4.06897,0.000388586,0.000388586,0.000388586
360,12307.8,0.93212,0.66757,1.3951,0.66861,0.64715,0.66129,0.22489,2.45928,1.56605,4.09626,0.000383756,0.000383756,0.000383756
361,12341.6,0.92627,0.66182,1.35612,0.70561,0.64444,0.65249,0.22206,2.46766,1.57225,4.01238,0.00037895,0.00037895,0.00037895
362,12375.5,0.87673,0.62364,1.30918,0.73009,0.62522,0.64135,0.22401,2.48265,1.6212,4.04888,0.00037417,0.00037417,0.00037417
363,12409.4,0.91312,0.66319,1.34499,0.71945,0.61321,0.63073,0.21862,2.48594,1.66473,4.11496,0.000369415,0.000369415,0.000369415
364,12443.2,0.88528,0.64202,1.30696,0.70307,0.64151,0.64541,0.22457,2.47928,1.63653,4.15895,0.000364685,0.000364685,0.000364685
