epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,21504.8,0.94576,0.58218,1.08013,0.86409,0.79762,0.82471,0.52023,1.56103,0.70383,1.66122,0.00712942,0.00712942,0.00712942
183,21617.1,0.93988,0.56986,1.0844,0.88452,0.78175,0.83167,0.52413,1.55412,0.70552,1.64941,0.00710116,0.00710116,0.00710116
184,21727.9,0.96421,0.58868,1.09052,0.85679,0.80556,0.84552,0.52796,1.5576,0.70087,1.64308,0.00707281,0.00707281,0.00707281
185,21830.8,0.92101,0.57543,1.08093,0.84636,0.80881,0.83312,0.52827,1.57605,0.71779,1.6542,0.00704439,0.00704439,0.00704439
186,21953,0.95157,0.60266,1.08616,0.8605,0.78968,0.82944,0.53148,1.57829,0.71342,1.65817,0.00701588,0.00701588,0.00701588
187,22047.8,0.94149,0.5703,1.08117,0.86022,0.80588,0.83711,0.52796,1.58716,0.71763,1.6727,0.0069873,0.0069873,0.0069873
188,22175.6,0.92344,0.5512,1.06656,0.85821,0.81663,0.84981,0.53034,1.5929,0.73303,1.68374,0.00695864,0.00695864,0.00695864
189,22271.1,0.93869,0.5648,1.07473,0.8504,0.80159,0.83719,0.53003,1.60198,0.75051,1.69103,0.00692991,0.00692991,0.00692991
190,22389.4,0.90886,0.54856,1.06688,0.86559,0.79221,0.84593,0.52754,1.59797,0.75465,1.69989,0.0069011,0.0069011,0.0069011
191,22494.5,0.91596,0.55524,1.07455,0.85588,0.79365,0.83533,0.53303,1.60062,0.7627,1.70264,0.00687222,0.00687222,0.00687222
192,22605.2,0.9227,0.55272,1.06553,0.84946,0.78571,0.84081,0.52909,1.58628,0.75651,1.68975,0.00684326,0.00684326,0.00684326
193,22719.6,0.9294,0.56008,1.08157,0.86158,0.81349,0.85112,0.53608,1.58882,0.76281,1.69262,0.00681424,0.00681424,0.00681424
194,22818,0.91258,0.55027,1.06654,0.88385,0.78175,0.8413,0.53234,1.57097,0.75558,1.66927,0.00678514,0.00678514,0.00678514
195,22944.1,0.90218,0.54869,1.05697,0.8826,0.77568,0.8425,0.5397,1.5558,0.76626,1.65891,0.00675598,0.00675598,0.00675598
196,23039.4,0.90405,0.554,1.05642,0.89041,0.77377,0.84495,0.53892,1.55479,0.76158,1.6451,0.00672675,0.00672675,0.00672675
197,23164.8,0.89775,0.53946,1.05029,0.90276,0.77369,0.84898,0.54014,1.54571,0.74711,1.64343,0.00669746,0.00669746,0.00669746
198,23265.3,0.90436,0.54583,1.05891,0.88476,0.78175,0.85219,0.54228,1.54806,0.73878,1.65122,0.0066681,0.0066681,0.0066681
199,23381.7,0.88269,0.53298,1.05181,0.89861,0.79762,0.85831,0.54192,1.54928,0.72341,1.65092,0.00663867,0.00663867,0.00663867
200,23489.5,0.9112,0.54407,1.055,0.88399,0.79762,0.85347,0.54356,1.55613,0.71951,1.65291,0.00660918,0.00660918,0.00660918
201,23595.9,0.8885,0.53853,1.04901,0.87634,0.78968,0.84894,0.53835,1.57212,0.71863,1.66715,0.00657963,0.00657963,0.00657963
202,23713.3,0.89307,0.54106,1.06507,0.8792,0.82143,0.87186,0.54339,1.56622,0.7173,1.6595,0.00655002,0.00655002,0.00655002
203,23809.9,0.88664,0.53743,1.05016,0.8773,0.81746,0.86894,0.54737,1.5716,0.7252,1.66471,0.00652036,0.00652036,0.00652036
204,23941.5,0.88853,0.52618,1.04672,0.88151,0.80556,0.86377,0.54724,1.57165,0.72562,1.66522,0.00649063,0.00649063,0.00649063
205,24038.7,0.8792,0.51992,1.04917,0.87619,0.80556,0.86053,0.54117,1.56392,0.72323,1.66699,0.00646085,0.00646085,0.00646085
206,24161.8,0.88428,0.52524,1.0443,0.88352,0.81274,0.86956,0.54571,1.56601,0.73075,1.67554,0.00643101,0.00643101,0.00643101
207,24261.9,0.88343,0.53425,1.04258,0.89817,0.78175,0.86252,0.54568,1.56736,0.72176,1.67549,0.00640111,0.00640111,0.00640111
208,24374.6,0.88285,0.54946,1.05053,0.86141,0.81391,0.86767,0.54423,1.57297,0.73028,1.678,0.00637116,0.00637116,0.00637116
209,24485.9,0.86552,0.51908,1.04364,0.8643,0.81746,0.86685,0.54297,1.57197,0.7178,1.67291,0.00634117,0.00634117,0.00634117
210,24589.2,0.87405,0.53536,1.04949,0.86583,0.8254,0.86911,0.54245,1.58173,0.71636,1.68594,0.00631112,0.00631112,0.00631112
211,24711.8,0.87138,0.51812,1.03859,0.86552,0.81727,0.86075,0.54093,1.57715,0.72196,1.68086,0.00628101,0.00628101,0.00628101
212,24807.5,0.86658,0.51916,1.03803,0.86699,0.81746,0.85784,0.54297,1.5789,0.72481,1.68846,0.00625087,0.00625087,0.00625087
213,24938.1,0.86046,0.52305,1.03228,0.87649,0.81349,0.86561,0.54286,1.57381,0.72708,1.68348,0.00622067,0.00622067,0.00622067
214,25034.9,0.85777,0.51748,1.04408,0.8717,0.81349,0.86233,0.54403,1.58215,0.73887,1.68998,0.00619043,0.00619043,0.00619043
215,25159.3,0.87447,0.51914,1.0417,0.87335,0.80159,0.8588,0.5455,1.56915,0.73682,1.67155,0.00616014,0.00616014,0.00616014
216,25263.5,0.84807,0.50265,1.02492,0.88073,0.80159,0.85849,0.5449,1.56623,0.74769,1.6647,0.00612981,0.00612981,0.00612981
217,25403,0.86026,0.50855,1.0354,0.87455,0.80556,0.85789,0.54365,1.56585,0.75277,1.65552,0.00609944,0.00609944,0.00609944
218,25527.7,0.83974,0.50098,1.02556,0.87789,0.79883,0.85944,0.54327,1.55816,0.74816,1.6455,0.00606902,0.00606902,0.00606902
219,25676,0.86023,0.50587,1.03809,0.87831,0.80194,0.86225,0.54164,1.55673,0.74212,1.6479,0.00603856,0.00603856,0.00603856
220,25814.3,0.8474,0.51213,1.03007,0.88585,0.8007,0.86226,0.54247,1.54889,0.73179,1.6474,0.00600807,0.00600807,0.00600807
221,25958.8,0.84805,0.50535,1.02961,0.88948,0.79847,0.8667,0.54049,1.54681,0.72039,1.65099,0.00597754,0.00597754,0.00597754
222,26101.6,0.82575,0.49515,1.0244,0.86311,0.81746,0.87298,0.53973,1.54175,0.72227,1.64691,0.00594697,0.00594697,0.00594697
223,26226.3,0.82186,0.49009,1.01107,0.88536,0.80952,0.87597,0.54315,1.53197,0.72013,1.64589,0.00591636,0.00591636,0.00591636
224,26358.5,0.84392,0.50254,1.02823,0.88217,0.81349,0.87293,0.54624,1.53372,0.72671,1.65323,0.00588573,0.00588573,0.00588573
225,26475.2,0.83528,0.50032,1.02158,0.88269,0.80952,0.87226,0.54759,1.53167,0.73277,1.65279,0.00585505,0.00585505,0.00585505
226,26610.3,0.82216,0.48943,1.01463,0.88226,0.81746,0.86869,0.54721,1.53642,0.74337,1.65444,0.00582435,0.00582435,0.00582435
227,26715.9,0.80996,0.48592,1.01,0.88903,0.82656,0.87576,0.54806,1.53005,0.74662,1.64771,0.00579362,0.00579362,0.00579362
228,26860.4,0.82706,0.48341,1.00905,0.88263,0.82937,0.87216,0.55264,1.52833,0.73635,1.64812,0.00576285,0.00576285,0.00576285
229,26965.5,0.82348,0.49826,1.01879,0.88215,0.84127,0.87859,0.54982,1.52859,0.73042,1.65236,0.00573206,0.00573206,0.00573206
230,27106.1,0.81189,0.48907,1.01578,0.88797,0.82143,0.86769,0.55139,1.53404,0.72413,1.65612,0.00570124,0.00570124,0.00570124
231,27214.9,0.80627,0.48388,1.00638,0.88752,0.81349,0.86741,0.55393,1.53448,0.72201,1.65445,0.0056704,0.0056704,0.0056704
232,27350.9,0.81224,0.48423,1.00661,0.87575,0.82937,0.86619,0.55202,1.54127,0.71476,1.66103,0.00563953,0.00563953,0.00563953
233,27465.2,0.80279,0.48455,1.00954,0.8772,0.82205,0.86025,0.55096,1.54713,0.71758,1.66166,0.00560864,0.00560864,0.00560864
234,27592.8,0.81411,0.49922,1.01107,0.88082,0.82117,0.86125,0.55095,1.55019,0.72692,1.66715,0.00557773,0.00557773,0.00557773
235,27708.9,0.81814,0.49164,1.01597,0.88311,0.82937,0.86984,0.55004,1.54782,0.72156,1.66659,0.00554679,0.00554679,0.00554679
236,27811.7,0.80526,0.48356,1.0147,0.87173,0.82143,0.86849,0.55103,1.54719,0.7268,1.667,0.00551584,0.00551584,0.00551584
237,27933.3,0.8138,0.47932,1.01358,0.87369,0.8235,0.86448,0.55285,1.53972,0.72169,1.66102,0.00548486,0.00548486,0.00548486
238,28028.8,0.81066,0.47822,1.00682,0.88113,0.82937,0.86683,0.55527,1.53488,0.72384,1.65594,0.00545387,0.00545387,0.00545387
239,28158.6,0.80106,0.47783,1.00121,0.86585,0.82143,0.86549,0.55611,1.52637,0.71905,1.6485,0.00542287,0.00542287,0.00542287
240,28253.7,0.79044,0.4785,1.00333,0.87146,0.82937,0.87321,0.55845,1.52366,0.72207,1.6462,0.00539185,0.00539185,0.00539185
241,28374.6,0.80243,0.48935,1.00703,0.86888,0.8254,0.87505,0.55988,1.51533,0.71541,1.63926,0.00536081,0.00536081,0.00536081
242,28477.4,0.79671,0.47839,1.00017,0.87117,0.8254,0.87007,0.56191,1.5146,0.71938,1.6408,0.00532977,0.00532977,0.00532977
243,28589.2,0.78655,0.47319,1.00028,0.87134,0.82143,0.87142,0.56047,1.51397,0.7209,1.6392,0.00529871,0.00529871,0.00529871
244,28703.3,0.77081,0.45932,0.99031,0.85233,0.82454,0.86947,0.56268,1.51471,0.72508,1.64045,0.00526764,0.00526764,0.00526764
245,28806.1,0.78494,0.47043,0.99842,0.8597,0.82674,0.87307,0.56295,1.51081,0.72224,1.63672,0.00523657,0.00523657,0.00523657
246,28929.8,0.7742,0.46028,0.99357,0.86106,0.82937,0.87418,0.55987,1.51212,0.72329,1.63566,0.00520548,0.00520548,0.00520548
247,29030,0.78424,0.47004,0.99725,0.8633,0.82143,0.86798,0.55924,1.50984,0.72363,1.63501,0.00517439,0.00517439,0.00517439
248,29159.4,0.77003,0.47044,0.99155,0.85335,0.83127,0.86494,0.5589,1.5141,0.71829,1.63772,0.0051433,0.0051433,0.0051433
249,29254.7,0.76946,0.45687,0.98661,0.84989,0.83133,0.86499,0.55929,1.51927,0.72831,1.64047,0.0051122,0.0051122,0.0051122
250,29378.2,0.76591,0.45675,0.98856,0.84655,0.83192,0.86789,0.55839,1.52429,0.72973,1.64294,0.0050811,0.0050811,0.0050811
251,29480.5,0.78292,0.46634,1.00027,0.85841,0.83333,0.87061,0.55711,1.52441,0.73743,1.64393,0.00505,0.00505,0.00505
252,29592.6,0.75852,0.44841,0.98573,0.86429,0.83401,0.87402,0.55984,1.51753,0.73864,1.63855,0.0050189,0.0050189,0.0050189
253,29705.3,0.77709,0.46087,0.99382,0.86035,0.83121,0.87134,0.56031,1.51709,0.74657,1.63539,0.0049878,0.0049878,0.0049878
254,29806.3,0.76192,0.45933,0.99129,0.87709,0.82118,0.87185,0.56221,1.51833,0.75062,1.63862,0.0049567,0.0049567,0.0049567
255,29929,0.76583,0.44976,0.98988,0.87209,0.82143,0.87164,0.56189,1.51923,0.75365,1.64198,0.00492561,0.00492561,0.00492561
256,30023.9,0.76131,0.44788,0.98834,0.85695,0.82937,0.86818,0.56037,1.52673,0.76475,1.65023,0.00489452,0.00489452,0.00489452
257,30154.7,0.76584,0.47073,0.99126,0.85514,0.82937,0.8692,0.5583,1.52674,0.7723,1.65168,0.00486343,0.00486343,0.00486343
258,30250,0.75273,0.45861,0.97603,0.85687,0.83145,0.86886,0.56047,1.52908,0.77901,1.65294,0.00483236,0.00483236,0.00483236
259,30369,0.75986,0.45089,0.98392,0.86313,0.82584,0.87092,0.55817,1.52902,0.77788,1.65616,0.00480129,0.00480129,0.00480129
260,30473.7,0.74315,0.44326,0.97832,0.86312,0.82578,0.87146,0.55906,1.5274,0.77495,1.65553,0.00477023,0.00477023,0.00477023
261,30582.3,0.74734,0.43931,0.97954,0.87307,0.8254,0.87167,0.56085,1.52547,0.77176,1.65683,0.00473919,0.00473919,0.00473919
262,30698,0.76402,0.44724,0.99922,0.87354,0.82143,0.86911,0.55892,1.52664,0.77357,1.65881,0.00470815,0.00470815,0.00470815
263,30798.8,0.74178,0.445,0.98129,0.8788,0.82143,0.87083,0.56026,1.52743,0.76869,1.65862,0.00467713,0.00467713,0.00467713
264,30923.8,0.74356,0.44049,0.97622,0.88121,0.82143,0.87097,0.56141,1.52736,0.76795,1.65769,0.00464613,0.00464613,0.00464613
265,31018.9,0.75441,0.44917,0.97771,0.87591,0.81231,0.86504,0.56077,1.52623,0.75389,1.65818,0.00461514,0.00461514,0.00461514
266,31145.3,0.74382,0.44712,0.98921,0.87367,0.81349,0.86818,0.56226,1.53069,0.75753,1.66283,0.00458416,0.00458416,0.00458416
267,31243.2,0.74717,0.45017,0.98313,0.87737,0.80952,0.86933,0.56184,1.52746,0.75805,1.6598,0.00455321,0.00455321,0.00455321
268,31360.3,0.73428,0.43413,0.97482,0.86967,0.80556,0.85958,0.56098,1.52799,0.75992,1.66108,0.00452227,0.00452227,0.00452227
269,31468.8,0.7289,0.43368,0.97594,0.86895,0.80159,0.84992,0.55888,1.52753,0.76161,1.66204,0.00449136,0.00449136,0.00449136
270,31575.1,0.73156,0.43576,0.98025,0.86539,0.80159,0.84993,0.55823,1.52549,0.75884,1.66075,0.00446047,0.00446047,0.00446047
271,31693,0.73041,0.43239,0.97248,0.86479,0.80159,0.85258,0.55892,1.52729,0.75701,1.66354,0.0044296,0.0044296,0.0044296
272,31788.2,0.73707,0.43929,0.97247,0.8609,0.80159,0.8522,0.55928,1.53457,0.75409,1.66688,0.00439876,0.00439876,0.00439876
273,31917,0.72432,0.46649,0.971,0.86207,0.80159,0.85435,0.56003,1.53449,0.74389,1.66942,0.00436794,0.00436794,0.00436794
274,32012,0.73488,0.44162,0.97832,0.85052,0.82143,0.85871,0.56056,1.53608,0.73967,1.67172,0.00433715,0.00433715,0.00433715
275,32134.2,0.72512,0.43484,0.96819,0.85705,0.81746,0.85752,0.56171,1.5416,0.73362,1.67861,0.00430638,0.00430638,0.00430638
276,32236.5,0.73008,0.43242,0.98013,0.86568,0.79285,0.85264,0.56013,1.53929,0.73166,1.67473,0.00427565,0.00427565,0.00427565
277,32351.2,0.72177,0.43292,0.97473,0.86545,0.78968,0.85281,0.56031,1.54132,0.73387,1.6779,0.00424495,0.00424495,0.00424495
278,32460.6,0.71845,0.42651,0.96237,0.87239,0.7867,0.85197,0.56059,1.54042,0.73239,1.67806,0.00421427,0.00421427,0.00421427
279,32564.4,0.71283,0.41806,0.9636,0.84615,0.80755,0.85194,0.56138,1.54043,0.73618,1.68006,0.00418364,0.00418364,0.00418364
280,32685.2,0.70465,0.42441,0.95622,0.84585,0.80568,0.85186,0.56142,1.53846,0.73377,1.68028,0.00415303,0.00415303,0.00415303
281,32780.3,0.71104,0.42556,0.96354,0.8721,0.78467,0.8518,0.56101,1.53736,0.73385,1.67945,0.00412246,0.00412246,0.00412246
282,32911.1,0.70766,0.41547,0.9649,0.8705,0.78571,0.85201,0.56006,1.53511,0.73422,1.67731,0.00409193,0.00409193,0.00409193
283,33006.5,0.68667,0.40945,0.95356,0.8802,0.78571,0.85146,0.5607,1.53686,0.73525,1.67996,0.00406144,0.00406144,0.00406144
284,33128.3,0.70681,0.42005,0.96057,0.88095,0.78571,0.85131,0.55938,1.54142,0.73758,1.68596,0.00403098,0.00403098,0.00403098
285,33230.9,0.69423,0.42109,0.95635,0.88108,0.78571,0.8517,0.56003,1.54146,0.74149,1.68551,0.00400056,0.00400056,0.00400056
286,33341.9,0.71142,0.42886,0.97579,0.8773,0.78571,0.85027,0.55978,1.54376,0.74076,1.68808,0.00397019,0.00397019,0.00397019
287,33454.5,0.69698,0.41052,0.95687,0.87951,0.78571,0.8505,0.56152,1.54321,0.74171,1.68641,0.00393986,0.00393986,0.00393986
288,33554.3,0.70608,0.41932,0.96754,0.87122,0.78175,0.84704,0.56175,1.53626,0.73978,1.68145,0.00390957,0.00390957,0.00390957
289,33679.7,0.68629,0.41272,0.9509,0.87573,0.78303,0.84753,0.56232,1.5348,0.73571,1.68121,0.00387933,0.00387933,0.00387933
290,33774.6,0.69241,0.417,0.95482,0.87218,0.78523,0.84672,0.56213,1.53401,0.74265,1.6808,0.00384913,0.00384913,0.00384913
291,33903.1,0.69025,0.40852,0.9535,0.87819,0.78571,0.85317,0.56384,1.53453,0.74389,1.68112,0.00381899,0.00381899,0.00381899
292,33998.6,0.70078,0.41997,0.95999,0.87889,0.78571,0.85318,0.56316,1.52928,0.74402,1.67585,0.00378888,0.00378888,0.00378888
293,34116.4,0.67346,0.4017,0.95503,0.87988,0.78484,0.85352,0.56282,1.53114,0.7488,1.677,0.00375883,0.00375883,0.00375883
294,34232.5,0.6806,0.40617,0.95353,0.88422,0.78793,0.85736,0.56431,1.52982,0.74669,1.67596,0.00372884,0.00372884,0.00372884
295,34359.8,0.69045,0.41006,0.95453,0.88414,0.78736,0.85624,0.56555,1.52743,0.74868,1.67433,0.00369889,0.00369889,0.00369889
296,34483.2,0.66766,0.409,0.94715,0.88388,0.78537,0.85934,0.56709,1.52448,0.74555,1.67192,0.00366899,0.00366899,0.00366899
297,34600.4,0.68631,0.41215,0.95111,0.88395,0.78968,0.85945,0.56649,1.52303,0.74221,1.67116,0.00363915,0.00363915,0.00363915
298,34731.3,0.66873,0.4088,0.94683,0.87914,0.79365,0.85911,0.56532,1.51907,0.74468,1.66806,0.00360937,0.00360937,0.00360937
299,34840.7,0.68207,0.4001,0.95697,0.87385,0.79714,0.85919,0.56419,1.5178,0.74226,1.66745,0.00357964,0.00357964,0.00357964
300,34981.1,0.6715,0.39398,0.94857,0.87051,0.79762,0.85959,0.56347,1.51749,0.74042,1.66737,0.00354998,0.00354998,0.00354998
301,35084.7,0.66599,0.39696,0.94623,0.87011,0.80159,0.85956,0.56391,1.51733,0.74321,1.66629,0.00352037,0.00352037,0.00352037
302,35229.8,0.66476,0.42595,0.95569,0.8702,0.80159,0.85926,0.56259,1.51694,0.74019,1.6673,0.00349082,0.00349082,0.00349082
303,35334.9,0.67077,0.40691,0.95054,0.87025,0.80159,0.85936,0.56337,1.51428,0.7358,1.6646,0.00346133,0.00346133,0.00346133
304,35469.8,0.66556,0.402,0.94352,0.86942,0.80159,0.85862,0.56298,1.51452,0.73863,1.66363,0.0034319,0.0034319,0.0034319
305,35585.5,0.68018,0.40843,0.95754,0.86591,0.79762,0.85428,0.56433,1.51372,0.7361,1.66198,0.00340254,0.00340254,0.00340254
306,35712,0.66502,0.40396,0.94641,0.8776,0.79664,0.86032,0.56663,1.51219,0.73302,1.66051,0.00337325,0.00337325,0.00337325
307,35834.1,0.66135,0.39768,0.94588,0.87463,0.80287,0.86049,0.56672,1.5136,0.73117,1.66369,0.00334402,0.00334402,0.00334402
308,35956,0.65269,0.3883,0.94341,0.87463,0.80282,0.86117,0.56832,1.51174,0.72799,1.66185,0.00331486,0.00331486,0.00331486
309,36084.1,0.64727,0.37926,0.94235,0.87033,0.79906,0.85575,0.56642,1.50835,0.72592,1.65959,0.00328576,0.00328576,0.00328576
310,36196,0.6516,0.38697,0.93961,0.86654,0.79871,0.85569,0.56791,1.50881,0.72819,1.65994,0.00325674,0.00325674,0.00325674
311,36326.6,0.64343,0.38058,0.93011,0.86851,0.79762,0.8579,0.56643,1.50845,0.72566,1.66026,0.00322778,0.00322778,0.00322778
312,36421.2,0.64915,0.3905,0.93838,0.87664,0.80159,0.8669,0.5666,1.50854,0.72639,1.65982,0.0031989,0.0031989,0.0031989
313,36547.9,0.63715,0.37947,0.93376,0.87238,0.79762,0.86104,0.56662,1.50762,0.72596,1.65942,0.00317009,0.00317009,0.00317009
314,36647,0.641,0.37913,0.94245,0.87667,0.79762,0.85927,0.56665,1.50631,0.72566,1.65848,0.00314136,0.00314136,0.00314136
315,36765.4,0.65112,0.38437,0.9478,0.8771,0.79762,0.86194,0.56575,1.50639,0.72612,1.6588,0.0031127,0.0031127,0.0031127
316,36878.7,0.63015,0.37528,0.92904,0.86678,0.8004,0.86136,0.56556,1.50564,0.72534,1.65719,0.00308412,0.00308412,0.00308412
317,36995.3,0.62979,0.36998,0.92732,0.86673,0.80006,0.86151,0.56706,1.50504,0.7279,1.65705,0.00305561,0.00305561,0.00305561
318,37108,0.64048,0.37918,0.92994,0.86584,0.79392,0.86121,0.56653,1.50472,0.73054,1.65696,0.00302719,0.00302719,0.00302719
319,37208.9,0.64042,0.37815,0.93791,0.8631,0.80057,0.86148,0.5674,1.50363,0.73249,1.65533,0.00299884,0.00299884,0.00299884
320,37333.1,0.63207,0.36926,0.92901,0.86292,0.79937,0.86113,0.56498,1.50104,0.73044,1.65289,0.00297058,0.00297058,0.00297058
321,37430.2,0.64227,0.39647,0.93984,0.86935,0.80159,0.86225,0.56682,1.50016,0.73111,1.65304,0.00294239,0.00294239,0.00294239
322,37559.2,0.61875,0.36496,0.92968,0.86857,0.80159,0.86199,0.56669,1.50025,0.73228,1.65435,0.00291429,0.00291429,0.00291429
323,37656.6,0.6385,0.37275,0.9338,0.86789,0.80812,0.86393,0.56643,1.49815,0.72855,1.65305,0.00288628,0.00288628,0.00288628
324,37775,0.63519,0.37638,0.93598,0.86779,0.80747,0.86366,0.56597,1.49715,0.72654,1.65313,0.00285835,0.00285835,0.00285835
325,37881.7,0.63092,0.37832,0.92695,0.86779,0.80748,0.86189,0.56697,1.49621,0.72653,1.65346,0.0028305,0.0028305,0.0028305
326,37988.4,0.62132,0.37153,0.93009,0.86781,0.80761,0.86162,0.56621,1.49576,0.72718,1.6543,0.00280275,0.00280275,0.00280275
327,38105.8,0.6225,0.37404,0.92962,0.86758,0.806,0.86159,0.56727,1.49618,0.72935,1.65505,0.00277508,0.00277508,0.00277508
328,38203.7,0.61761,0.36759,0.9272,0.86927,0.80556,0.86203,0.5673,1.49703,0.73057,1.65666,0.0027475,0.0027475,0.0027475
329,38332,0.61727,0.36965,0.92645,0.87048,0.80556,0.86245,0.56702,1.4972,0.73166,1.65809,0.00272002,0.00272002,0.00272002
330,38427.2,0.61329,0.36613,0.92619,0.86982,0.80556,0.86291,0.56727,1.49778,0.73143,1.65896,0.00269262,0.00269262,0.00269262
331,38549.6,0.62218,0.36914,0.92937,0.87078,0.80952,0.86158,0.56537,1.4983,0.72955,1.66089,0.00266532,0.00266532,0.00266532
332,38649.9,0.6176,0.37143,0.93021,0.87073,0.80952,0.86239,0.56594,1.49962,0.72929,1.66344,0.00263811,0.00263811,0.00263811
333,38761.8,0.60366,0.35777,0.92101,0.87199,0.81095,0.86119,0.56729,1.49785,0.72561,1.66344,0.002611,0.002611,0.002611
334,38874.2,0.6159,0.36683,0.9268,0.87217,0.81223,0.86132,0.56782,1.49736,0.72487,1.66412,0.00258398,0.00258398,0.00258398
335,38978.7,0.60295,0.35975,0.92314,0.8765,0.80159,0.86143,0.56774,1.49762,0.72242,1.66554,0.00255707,0.00255707,0.00255707
336,39098.2,0.59655,0.35982,0.92723,0.87052,0.81349,0.86182,0.56883,1.49561,0.71768,1.66593,0.00253024,0.00253024,0.00253024
337,39193.2,0.6062,0.36182,0.92606,0.87678,0.80159,0.8635,0.56831,1.49665,0.71494,1.66838,0.00250352,0.00250352,0.00250352
338,39321.9,0.60634,0.35538,0.92619,0.87703,0.80159,0.86344,0.56803,1.49588,0.71633,1.66908,0.0024769,0.0024769,0.0024769
339,39416.6,0.6136,0.36718,0.92753,0.8746,0.80159,0.86363,0.56827,1.49568,0.71473,1.67024,0.00245039,0.00245039,0.00245039
340,39537.7,0.59755,0.3519,0.914,0.8748,0.80159,0.86359,0.56788,1.49514,0.71424,1.67075,0.00242397,0.00242397,0.00242397
341,39641.9,0.59993,0.3539,0.92027,0.87478,0.80159,0.86365,0.56742,1.49371,0.71386,1.66989,0.00239766,0.00239766,0.00239766
342,39753.2,0.60143,0.35563,0.91769,0.88695,0.80944,0.86884,0.56809,1.49272,0.71187,1.66964,0.00237145,0.00237145,0.00237145
343,39865.7,0.59821,0.3548,0.92208,0.88629,0.81349,0.86877,0.56788,1.49145,0.70802,1.66973,0.00234535,0.00234535,0.00234535
344,39966.4,0.5788,0.3643,0.91026,0.88733,0.81257,0.86886,0.56842,1.49077,0.70695,1.66966,0.00231935,0.00231935,0.00231935
345,40090.2,0.59416,0.35735,0.92078,0.8873,0.81227,0.86914,0.56997,1.49082,0.70658,1.67017,0.00229347,0.00229347,0.00229347
346,40185.1,0.60077,0.35628,0.91567,0.88562,0.80952,0.8687,0.56902,1.49039,0.7048,1.67012,0.00226769,0.00226769,0.00226769
347,40314.9,0.58321,0.35274,0.91399,0.8897,0.80952,0.86862,0.57079,1.4889,0.70605,1.66959,0.00224202,0.00224202,0.00224202
348,40410.3,0.58138,0.34464,0.9119,0.88923,0.80952,0.86882,0.57139,1.48707,0.70682,1.66828,0.00221646,0.00221646,0.00221646
349,40528.3,0.58798,0.34929,0.91601,0.88873,0.80952,0.86884,0.5709,1.48681,0.70635,1.66838,0.00219102,0.00219102,0.00219102
350,40633.9,0.5723,0.3408,0.90823,0.88916,0.80952,0.86872,0.57105,1.48476,0.70637,1.66749,0.00216568,0.00216568,0.00216568
351,40743.8,0.57955,0.34775,0.91486,0.88884,0.80952,0.86863,0.57125,1.4865,0.70783,1.6698,0.00214046,0.00214046,0.00214046
352,40860,0.5919,0.34106,0.91515,0.88415,0.80556,0.86592,0.57158,1.48723,0.70737,1.67133,0.00211536,0.00211536,0.00211536
353,40961.4,0.57208,0.34073,0.9139,0.88423,0.80556,0.86566,0.57034,1.48676,0.70831,1.67058,0.00209037,0.00209037,0.00209037
354,41087.2,0.57303,0.34509,0.91114,0.88405,0.80556,0.8658,0.57077,1.48699,0.70915,1.67152,0.0020655,0.0020655,0.0020655
355,41183.1,0.57032,0.34019,0.91336,0.88394,0.80556,0.86541,0.56993,1.48675,0.70608,1.67194,0.00204075,0.00204075,0.00204075
356,41310.5,0.57798,0.34544,0.90961,0.88425,0.80556,0.86527,0.57199,1.48649,0.70706,1.67134,0.00201611,0.00201611,0.00201611
357,41410.5,0.5666,0.3364,0.90724,0.88404,0.80556,0.8649,0.57139,1.48542,0.70829,1.67111,0.00199159,0.00199159,0.00199159
358,41525.3,0.57487,0.34757,0.9126,0.88377,0.80556,0.86527,0.57242,1.48561,0.70864,1.67136,0.0019672,0.0019672,0.0019672
359,41633.8,0.57215,0.34296,0.91748,0.88405,0.80556,0.86543,0.57118,1.48624,0.71247,1.67247,0.00194293,0.00194293,0.00194293
360,41740.2,0.56522,0.33588,0.90356,0.88901,0.80952,0.86838,0.57186,1.4868,0.71335,1.67331,0.00191878,0.00191878,0.00191878
361,41858.7,0.56195,0.3345,0.89932,0.88459,0.80556,0.86563,0.57136,1.48689,0.71317,1.6742,0.00189475,0.00189475,0.00189475
362,41953.7,0.56905,0.33495,0.90526,0.88486,0.80556,0.86542,0.57269,1.48935,0.71503,1.67673,0.00187085,0.00187085,0.00187085
363,42083.7,0.58664,0.35477,0.91573,0.88495,0.80556,0.86521,0.57114,1.48845,0.71478,1.67636,0.00184707,0.00184707,0.00184707
364,42178.9,0.55428,0.32693,0.90319,0.89315,0.80952,0.87014,0.57143,1.48853,0.71507,1.67725,0.00182342,0.00182342,0.00182342
365,42301,0.55337,0.33052,0.89984,0.89325,0.80952,0.87012,0.57238,1.48849,0.71553,1.67867,0.0017999,0.0017999,0.0017999
366,42403.4,0.55589,0.32799,0.90193,0.88888,0.80556,0.86685,0.57201,1.48844,0.71654,1.679,0.00177651,0.00177651,0.00177651
